SelectionID,ObjectID,time_begin,time_end,Type,Depth
277,18384,9:37:22,9:39:53,Fold and Form or Deform/Reform,
277,18385,9:37:33,9:40:06,Fold and Form or Deform/Reform,
277,18386,9:37:44,9:40:19,Fold and Form or Deform/Reform,
277,18387,9:37:55,9:40:32,Fold and Form or Deform/Reform,
277,18388,9:38:06,9:40:45,Fold and Form or Deform/Reform,
277,18389,9:38:17,9:40:58,Fold and Form or Deform/Reform,
277,19181,9:38:28,9:41:11,Fold and Form or Deform/Reform,
277,19182,9:38:39,9:41:24,Fold and Form or Deform/Reform,
277,19183,9:38:50,9:41:37,Fold and Form or Deform/Reform,
277,19184,9:39:01,9:41:50,Fold and Form or Deform/Reform,
277,19193,9:39:12,9:42:03,Fold and Form or Deform/Reform,
277,19194,9:39:23,9:42:16,Fold and Form or Deform/Reform,
277,19195,9:39:34,9:42:29,Fold and Form or Deform/Reform,
277,19196,9:39:45,9:42:42,Fold and Form or Deform/Reform,
277,19197,9:39:56,9:42:55,Fold and Form or Deform/Reform,
277,19615,9:40:07,9:43:08,Fold and Form or Deform/Reform,
277,19616,9:40:18,9:43:21,Fold and Form or Deform/Reform,
277,19203,9:40:29,9:43:34,Fold and Form or Deform/Reform,
277,19204,9:40:40,9:43:47,Fold and Form or Deform/Reform,
277,19205,9:40:51,9:44:00,Fold and Form or Deform/Reform,
277,19206,9:41:02,9:44:13,Fold and Form or Deform/Reform,
277,19207,9:41:13,9:44:26,Fold and Form or Deform/Reform,
277,19208,9:41:24,9:44:39,Fold and Form or Deform/Reform,
277,19198,9:41:35,9:44:52,Fold and Form or Deform/Reform,
277,19199,9:41:46,9:45:05,Fold and Form or Deform/Reform,
277,19200,9:41:57,9:45:18,Fold and Form or Deform/Reform,
277,19201,9:42:08,9:45:31,Fold and Form or Deform/Reform,
277,19202,9:42:19,9:45:44,Fold and Form or Deform/Reform,
277,19613,9:42:30,9:45:57,Fold and Form or Deform/Reform,
277,19614,9:42:41,9:46:10,Fold and Form or Deform/Reform,
277,18314,9:42:52,9:46:23,Fold and Form or Deform/Reform,
277,18315,9:43:03,9:46:36,Fold and Form or Deform/Reform,
277,18316,9:43:14,9:46:49,Fold and Form or Deform/Reform,
277,18317,9:43:25,9:47:02,Fold and Form or Deform/Reform,
277,18318,9:43:36,9:47:15,Fold and Form or Deform/Reform,
277,18319,9:43:47,9:47:28,Fold and Form or Deform/Reform,
277,18320,9:43:58,9:47:41,Fold and Form or Deform/Reform,
277,18321,9:44:09,9:47:54,Fold and Form or Deform/Reform,
277,18322,9:44:20,9:48:07,Fold and Form or Deform/Reform,
277,18323,9:44:31,9:48:20,Reform,5.1
277,18324,9:44:42,9:48:33,Reform,5.4
277,18325,9:44:53,9:48:46,Reform,5.7
277,18326,9:45:04,9:48:59,Reform,6
277,18327,9:45:15,9:49:12,Reform,6.3
277,18328,9:45:26,9:49:25,Reform,6.6
277,18329,9:45:37,9:49:38,Reform,6.9
277,18330,9:45:48,9:49:51,Reform,7.2
277,18331,9:45:59,9:50:04,Reform,7.5
277,18332,9:46:10,9:50:17,Reform,7.8
277,18333,9:46:21,9:50:30,Reform,8.1
277,18334,9:46:32,9:50:43,Reform,8.4
277,18335,9:46:43,9:50:56,Reform,8.7
277,18336,9:46:54,9:51:09,Reform,9
277,18337,9:47:05,9:51:22,Reform,9.3
277,18338,9:47:16,9:51:35,Reform,9.6
277,19209,9:47:27,9:51:48,Reform,9.9
277,19210,9:47:38,9:52:01,Reform,10.2
277,19211,9:47:49,9:52:14,Reform,10.5
277,18094,9:48:00,9:52:27,Reform,10.8
277,18095,9:48:11,9:52:40,Reform,11.1
277,18096,9:48:22,9:52:53,Reform,11.4
277,17828,9:48:33,9:53:06,Reform,11.7
277,17829,9:48:44,9:53:19,Reform,12
277,17830,9:48:55,9:53:32,Reform,12.3
277,17831,9:49:06,9:53:45,Reform,12.6
277,19215,9:49:17,9:53:58,Reform,12.9
277,19216,9:49:28,9:54:11,Reform,13.2
277,19217,9:49:39,9:54:24,Reform,13.5
277,19218,9:49:50,9:54:37,Reform,13.8
277,19219,9:50:01,9:54:50,Reform,14.1
277,19222,9:50:12,9:55:03,Reform,14.4
277,19223,9:50:23,9:55:16,Reform,14.7
277,17908,9:50:34,9:55:29,Reform,15
277,17909,9:50:45,9:55:42,Reform,15.3
277,17910,9:50:56,9:55:55,Reform,15.6
277,19220,9:51:07,9:56:08,Reform,15.9
277,19221,9:51:18,9:56:21,Reform,16.2
277,19226,9:51:29,9:56:34,Reform,16.5
277,19227,9:51:40,9:56:47,Reform,16.8
277,19228,9:51:51,9:57:00,Reform,17.1
277,19229,9:52:02,9:57:13,Reform,17.4
277,19224,9:52:13,9:57:26,Reform,17.7
277,19225,9:52:24,9:57:39,Reform,18
277,17923,9:52:35,9:57:52,Reform,18.3
277,17924,,,,
277,18628,,,,
277,18629,,,,
277,18630,,,,
277,18631,,,,
277,18632,,,,
277,19230,,,,
277,19231,,,,
277,19232,,,,
277,19233,,,,
277,19234,,,,
277,19235,,,,
277,19236,,,,
277,19237,,,,
277,10686,,,,
277,10687,,,,
277,10688,,,,
277,10689,,,,
277,17399,,,,
277,17400,,,,
277,17401,,,,
277,17402,,,,
277,10690,,,,
277,10691,,,,
277,10692,,,,
277,18497,,,,
277,18498,,,,
277,19238,,,,
277,19239,,,,
277,19240,,,,
277,10785,,,,
277,10786,,,,
277,10787,,,,
277,10788,,,,
277,10789,,,,
277,10790,,,,
277,10791,,,,
277,10792,,,,
277,10793,,,,
277,10794,,,,
277,18499,,,,
277,18500,,,,
277,18501,,,,
277,18502,,,,
277,18503,,,,
277,18504,,,,
277,18505,,,,
277,18506,,,,
277,18507,,,,
277,18508,,,,
277,18509,,,,
277,19241,,,,
277,19242,,,,
277,19243,,,,
277,19244,,,,
277,19245,,,,
277,25317,,,,
277,25318,,,,
277,25319,,,,
277,25320,,,,
277,25321,,,,
277,25322,,,,
277,25323,,,,
277,25324,,,,
277,25325,,,,
277,25326,,,,
277,25327,,,,
277,25328,,,,
277,17925,,,,
277,17926,,,,
277,17927,,,,
277,17928,,,,
277,17929,,,,
277,17930,,,,
277,17931,,,,
277,17932,,,,
277,17933,,,,
277,17934,,,,
277,17935,,,,
277,17936,,,,
277,17937,,,,
277,17938,,,,
277,17939,,,,
277,17940,,,,
277,17941,,,,
277,17942,,,,
277,17943,,,,
277,17944,,,,
277,17945,,,,
277,17946,,,,
277,17947,,,,
277,17948,,,,
277,17949,,,,
277,17950,,,,
277,17951,,,,
277,17952,,,,
277,19249,,,,
277,19250,,,,
277,19246,,,,
277,19247,,,,
277,19248,,,,
277,19288,,,,
277,19289,,,,
277,19290,,,,
277,19291,,,,
277,17965,,,,
277,17966,,,,
277,17967,,,,
277,17968,,,,
277,17969,,,,
277,17970,,,,
277,17971,,,,
277,17972,,,,
277,17973,,,,
277,17974,,,,
277,17975,,,,
277,17976,,,,
277,17977,,,,
277,17978,,,,
277,17979,,,,
277,17980,,,,
277,17981,,,,
277,17982,,,,
277,17983,,,,
277,17984,,,,
277,19292,,,,
277,19293,,,,
277,19294,,,,
277,19295,,,,
277,19296,,,,
277,19297,,,,
277,19298,,,,
277,19318,,,,
277,19319,,,,
277,19320,,,,
277,19321,,,,
277,19322,,,,
277,19323,,,,
277,19324,,,,
277,19325,,,,
277,19326,,,,
277,19327,,,,
277,19328,,,,
277,19329,,,,
277,19316,,,,
277,19317,,,,
277,19310,,,,
277,19311,,,,
277,19312,,,,
277,19313,,,,
277,19314,,,,
277,19315,,,,
277,19299,,,,
277,19300,,,,
277,19301,,,,
277,19302,,,,
277,19303,,,,
277,19304,,,,
277,19305,,,,
277,19306,,,,
277,19307,,,,
277,19308,,,,
277,19309,,,,
277,19378,,,,
277,19379,,,,
277,19380,,,,
277,13782,,,,
277,13783,,,,
277,13784,,,,
277,13785,,,,
277,13786,,,,
277,13787,,,,
277,19376,,,,
277,19377,,,,
277,19374,,,,
277,19375,,,,
277,19405,,,,
277,19406,,,,
277,19407,,,,
277,17713,,,,
277,17714,,,,
277,17715,,,,
277,17716,,,,
277,17717,,,,
277,17718,,,,
277,17719,,,,
277,17720,,,,
277,17721,,,,
277,17722,,,,
277,17723,,,,
277,17724,,,,
277,17725,,,,
277,17726,,,,
277,19408,,,,
277,19409,,,,
277,19410,,,,
277,19411,,,,
277,19412,,,,
277,19413,,,,
277,19414,,,,
277,19403,,,,
277,19404,,,,
277,19415,,,,
277,19416,,,,
277,19417,,,,
277,19418,,,,
277,19419,,,,
277,19420,,,,
277,19421,,,,
277,19422,,,,
277,19423,,,,
277,19424,,,,
277,19425,,,,
277,17994,,,,
277,17995,,,,
277,17996,,,,
277,17985,,,,
277,17986,,,,
277,19432,,,,
277,19433,,,,
277,19434,,,,
277,17997,,,,
277,17998,,,,
277,17999,,,,
277,18000,,,,
277,18001,,,,
277,18002,,,,
277,18003,,,,
277,18004,,,,
277,18005,,,,
277,18006,,,,
277,18007,,,,
277,18008,,,,
277,18009,,,,
277,18010,,,,
277,18011,,,,
277,18012,,,,
277,18013,,,,
277,18014,,,,
277,19430,,,,
277,19431,,,,
277,19435,,,,
277,19436,,,,
277,19428,,,,
277,19429,,,,
277,17992,,,,
277,17993,,,,
277,19426,,,,
277,19427,,,,
277,17471,,,,
277,17472,,,,
277,17473,,,,
277,17474,,,,
277,17475,,,,
277,17476,,,,
277,17477,,,,
277,17478,,,,
277,17479,,,,
277,17480,,,,
277,17481,,,,
277,17482,,,,
277,17483,,,,
277,17484,,,,
277,17485,,,,
277,17486,,,,
277,17487,,,,
277,17488,,,,
277,17489,,,,
277,17490,,,,
277,17491,,,,
277,17492,,,,
277,17493,,,,
277,17494,,,,
277,19689,,,,
277,19690,,,,
277,19691,,,,
277,19692,,,,
277,19693,,,,
277,19694,,,,
277,19695,,,,
277,19696,,,,
277,18633,,,,
277,18634,,,,
277,18635,,,,
277,18636,,,,
277,18637,,,,
277,18638,,,,
277,18639,,,,
277,18640,,,,
277,18641,,,,
277,18642,,,,
277,18643,,,,
277,18644,,,,
277,18645,,,,
277,18646,,,,
277,18647,,,,
277,18648,,,,
277,18649,,,,
277,18650,,,,
277,18651,,,,
277,18652,,,,
277,18653,,,,
277,18654,,,,
277,18655,,,,
277,18672,,,,
277,18673,,,,
277,18674,,,,
277,18675,,,,
277,18676,,,,
277,18677,,,,
277,18678,,,,
277,18679,,,,
277,18680,,,,
277,18681,,,,
277,18682,,,,
277,18683,,,,
277,18684,,,,
277,18685,,,,
277,18686,,,,
277,19437,,,,
277,19438,,,,
277,19439,,,,
277,18687,,,,
277,18688,,,,
277,18689,,,,
277,18690,,,,
277,18691,,,,
277,18692,,,,
277,18693,,,,
277,18694,,,,
277,18695,,,,
277,18696,,,,
277,18697,,,,
277,18698,,,,
277,18699,,,,
277,19440,,,,
277,19441,,,,
277,19442,,,,
277,19102,,,,
277,19103,,,,
277,17252,,,,
277,17253,,,,
277,18513,,,,
277,18514,,,,
277,18515,,,,
277,18516,,,,
277,18517,,,,
277,18518,,,,
277,18519,,,,
277,18520,,,,
277,18521,,,,
277,18522,,,,
277,18523,,,,
277,18524,,,,
277,18525,,,,
277,18526,,,,
277,18527,,,,
277,18482,,,,
277,18483,,,,
277,19470,,,,
277,19471,,,,
277,19468,,,,
277,19469,,,,
277,18024,,,,
277,18025,,,,
277,18026,,,,
277,18027,,,,
277,18028,,,,
277,18029,,,,
277,18030,,,,
277,17526,,,,
277,17527,,,,
277,17528,,,,
277,18022,,,,
277,18023,,,,
277,18510,,,,
277,18511,,,,
277,18512,,,,
277,18015,,,,
277,18016,,,,
277,18017,,,,
277,18018,,,,
277,19476,,,,
277,19477,,,,
277,19498,,,,
277,19499,,,,
277,19480,,,,
277,19481,,,,
277,19482,,,,
277,19483,,,,
277,19484,,,,
277,19478,,,,
277,19479,,,,
277,19487,,,,
277,19488,,,,
277,19489,,,,
277,19490,,,,
277,19491,,,,
277,19492,,,,
277,19493,,,,
277,19494,,,,
277,19495,,,,
277,19496,,,,
277,19497,,,,
277,18803,,,,
277,18804,,,,
277,19617,,,,
277,19618,,,,
277,19619,,,,
277,18784,,,,
277,18785,,,,
277,19620,,,,
277,19621,,,,
277,19622,,,,
277,19623,,,,
277,19624,,,,
277,18801,,,,
277,18802,,,,
277,19625,,,,
277,19626,,,,
277,18476,,,,
277,18477,,,,
277,18478,,,,
277,18479,,,,
277,19509,,,,
277,19510,,,,
277,19511,,,,
277,19512,,,,
277,19513,,,,
277,19514,,,,
277,19505,,,,
277,19506,,,,
277,19507,,,,
277,19508,,,,
277,19502,,,,
277,19503,,,,
277,19504,,,,
277,18471,,,,
277,18472,,,,
277,18473,,,,
277,18474,,,,
277,18475,,,,
277,19515,,,,
277,19516,,,,
277,19517,,,,
277,19518,,,,
277,19519,,,,
277,36190,,,,
277,36191,,,,
277,36192,,,,
277,36193,,,,
277,19520,,,,
277,19521,,,,
277,19522,,,,
277,19523,,,,
277,19524,,,,
277,18274,,,,
277,18275,,,,
277,18276,,,,
277,18277,,,,
277,18278,,,,
277,18279,,,,
277,18280,,,,
277,18281,,,,
277,18282,,,,
277,18283,,,,
277,18284,,,,
277,18285,,,,
277,18286,,,,
277,18287,,,,
277,18288,,,,
277,18289,,,,
277,18290,,,,
277,18291,,,,
277,18292,,,,
277,18293,,,,
277,18294,,,,
277,18295,,,,
277,18296,,,,
277,18297,,,,
277,19525,,,,
277,19526,,,,
277,19527,,,,
277,19528,,,,
277,19529,,,,
277,18201,,,,
277,18202,,,,
277,18203,,,,
277,18204,,,,
277,18205,,,,
277,18206,,,,
277,18207,,,,
277,18199,,,,
277,18200,,,,
277,19530,,,,
277,19531,,,,
277,19532,,,,
277,19533,,,,
277,19534,,,,
277,19535,,,,
277,19536,,,,
277,18142,,,,
277,18143,,,,
277,18144,,,,
277,18145,,,,
277,18146,,,,
277,18147,,,,
277,18148,,,,
277,18149,,,,
277,18150,,,,
277,18151,,,,
277,18152,,,,
277,18153,,,,
277,18154,,,,
277,18155,,,,
277,18156,,,,
277,18157,,,,
277,18158,,,,
277,18159,,,,
277,18160,,,,
277,18161,,,,
277,18162,,,,
277,18163,,,,
277,18164,,,,
277,18165,,,,
277,18166,,,,
277,18111,,,,
277,18112,,,,
277,18113,,,,
277,18114,,,,
277,18115,,,,
277,18116,,,,
277,18117,,,,
277,18118,,,,
277,18119,,,,
277,18120,,,,
277,18121,,,,
277,18122,,,,
277,18123,,,,
277,18124,,,,
277,18125,,,,
277,18126,,,,
277,18127,,,,
277,18128,,,,
277,19541,,,,
277,19542,,,,
277,19537,,,,
277,19538,,,,
277,19539,,,,
277,19540,,,,
277,17652,,,,
277,17653,,,,
277,17654,,,,
277,17655,,,,
277,17656,,,,
277,17657,,,,
277,17658,,,,
277,17659,,,,
277,17660,,,,
277,17661,,,,
277,17662,,,,
277,17663,,,,
277,17664,,,,
277,17665,,,,
277,17666,,,,
277,17667,,,,
277,17668,,,,
277,17669,,,,
277,17670,,,,
277,17671,,,,
277,17672,,,,
277,17673,,,,
277,17674,,,,
277,17675,,,,
277,19543,,,,
277,19544,,,,
277,19545,,,,
277,19546,,,,
277,19547,,,,
277,19548,,,,
277,19549,,,,
277,18031,,,,
277,18032,,,,
277,18033,,,,
277,18034,,,,
277,18035,,,,
277,18036,,,,
277,18037,,,,
277,18038,,,,
277,18039,,,,
277,18040,,,,
277,18041,,,,
277,18042,,,,
277,18043,,,,
277,18044,,,,
277,18045,,,,
277,18046,,,,
277,18047,,,,
277,18048,,,,
277,18049,,,,
277,18050,,,,
277,18051,,,,
277,18052,,,,
277,18217,,,,
277,18218,,,,
277,18219,,,,
277,18220,,,,
277,18221,,,,
277,18222,,,,
277,18223,,,,
277,18224,,,,
277,18225,,,,
277,18226,,,,
277,18227,,,,
277,18228,,,,
277,18229,,,,
277,18230,,,,
277,18208,,,,
277,18209,,,,
277,18210,,,,
277,18211,,,,
277,18212,,,,
277,18213,,,,
277,18214,,,,
277,19550,,,,
277,19551,,,,
277,19552,,,,
277,19553,,,,
277,19554,,,,
277,19555,,,,
277,18231,,,,
277,18232,,,,
277,18233,,,,
277,18234,,,,
277,18235,,,,
277,18236,,,,
277,18237,,,,
277,18238,,,,
277,18239,,,,
277,18240,,,,
277,18241,,,,
277,18242,,,,
277,18243,,,,
277,18244,,,,
277,18245,,,,
277,18246,,,,
277,18247,,,,
277,18248,,,,
277,18249,,,,
277,18250,,,,
277,18251,,,,
277,18252,,,,
277,18253,,,,
277,18254,,,,
277,18255,,,,
277,18256,,,,
277,18257,,,,
277,16080,,,,
277,16081,,,,
277,16082,,,,
277,16083,,,,
277,16084,,,,
277,16085,,,,
277,16086,,,,
277,16087,,,,
277,16088,,,,
277,17647,,,,
277,17648,,,,
277,17649,,,,
277,17650,,,,
277,17651,,,,
277,19556,,,,
277,19557,,,,
277,19558,,,,
277,19582,,,,
277,19583,,,,
277,19584,,,,
277,19585,,,,
277,19586,,,,
277,19587,,,,
277,19588,,,,
277,19589,,,,
277,18082,,,,
277,18083,,,,
277,18084,,,,
277,18085,,,,
277,19590,,,,
277,19591,,,,
277,18309,,,,
277,18310,,,,
277,18311,,,,
277,18312,,,,
277,18313,,,,
277,19578,,,,
277,19579,,,,
277,19580,,,,
277,19581,,,,
277,18066,,,,
277,18067,,,,
277,18068,,,,
277,19568,,,,
277,19569,,,,
277,19570,,,,
277,19571,,,,
277,19572,,,,
277,19573,,,,
277,19574,,,,
277,19575,,,,
277,19576,,,,
277,19577,,,,
277,19561,,,,
277,19562,,,,
277,19563,,,,
277,19564,,,,
277,18069,,,,
277,18070,,,,
277,18071,,,,
277,19559,,,,
277,19560,,,,
277,19565,,,,
277,19566,,,,
277,19567,,,,
277,19596,,,,
277,19597,,,,
277,19598,,,,
277,19599,,,,
277,19600,,,,
277,19601,,,,
277,19602,,,,
277,19603,,,,
277,19604,,,,
277,19605,,,,
277,18104,,,,
277,18105,,,,
277,18106,,,,
277,18107,,,,
277,18108,,,,
277,18109,,,,
277,18110,,,,
277,19697,,,,
277,19698,,,,
277,19699,,,,
277,19700,,,,
277,19701,,,,
277,19702,,,,
277,19703,,,,
277,19704,,,,
277,19705,,,,
277,19706,,,,
277,19707,,,,
277,19708,,,,
277,19709,,,,
277,19710,,,,
277,19711,,,,
277,19712,,,,
277,18304,,,,
277,18305,,,,
277,18306,,,,
277,18307,,,,
277,18308,,,,
277,18099,,,,
277,18100,,,,
277,18101,,,,
277,18102,,,,
277,18103,,,,
277,18088,,,,
277,18089,,,,
277,18090,,,,
277,18091,,,,
277,18092,,,,
277,18093,,,,
277,18086,,,,
277,18087,,,,
277,19594,,,,
277,19595,,,,
277,18097,,,,
277,18098,,,,
277,18805,,,,
277,18806,,,,
277,18807,,,,
277,18072,,,,
277,18073,,,,
277,18074,,,,
277,18075,,,,
277,18076,,,,
277,19592,,,,
277,19593,,,,
277,16789,,,,
277,16790,,,,
277,16791,,,,
277,16792,,,,
277,16793,,,,
277,16794,,,,
277,16795,,,,
277,16796,,,,
277,16797,,,,
277,16798,,,,
277,16799,,,,
277,16800,,,,
277,16801,,,,
277,16802,,,,
277,16803,,,,
277,16804,,,,
277,16805,,,,
277,16806,,,,
277,16807,,,,
277,16808,,,,
277,16809,,,,
277,16810,,,,
277,16811,,,,
277,16812,,,,
277,16813,,,,
277,16814,,,,
277,16815,,,,
277,16816,,,,
277,16817,,,,
277,16818,,,,
277,16819,,,,
277,16820,,,,
277,16821,,,,
277,19606,,,,
277,19607,,,,
277,19608,,,,
277,19609,,,,
277,18129,,,,
277,18130,,,,
277,18131,,,,
277,18132,,,,
277,18133,,,,
277,18134,,,,
277,18135,,,,
277,18136,,,,
277,18137,,,,
277,18138,,,,
277,18139,,,,
277,18140,,,,
277,18141,,,,
277,10805,,,,
277,10806,,,,
277,10807,,,,
277,10808,,,,
277,10809,,,,
277,10810,,,,
277,10811,,,,
277,10812,,,,
277,10813,,,,
277,10814,,,,
277,18484,,,,
277,18485,,,,
277,18486,,,,
277,18487,,,,
277,18488,,,,
277,18489,,,,
277,18490,,,,
277,18491,,,,
277,18492,,,,
277,18493,,,,
277,18494,,,,
277,18495,,,,
277,18496,,,,
277,19610,,,,
277,19611,,,,
277,19612,,,,
277,19638,,,,
277,19639,,,,
277,19640,,,,
277,19641,,,,
277,19642,,,,
277,18968,,,,
277,18969,,,,
277,25360,,,,
277,25361,,,,
277,25362,,,,
277,25363,,,,
277,25364,,,,
277,25365,,,,
277,25366,,,,
277,25367,,,,
277,25368,,,,
277,25369,,,,
277,25370,,,,
277,25371,,,,
277,25372,,,,
277,25435,,,,
277,25436,,,,
277,25437,,,,
277,25438,,,,
277,25439,,,,
277,25440,,,,
277,25441,,,,
277,25442,,,,
277,25443,,,,
277,25444,,,,
277,25445,,,,
277,25446,,,,
277,25447,,,,
277,25448,,,,
277,25449,,,,
277,18956,,,,
277,18957,,,,
277,37098,,,,
277,37099,,,,
277,37100,,,,
277,37101,,,,
277,37102,,,,
277,37103,,,,
277,37104,,,,
277,37105,,,,
277,37106,,,,
277,37107,,,,
277,37108,,,,
277,37109,,,,
277,15844,,,,
277,15845,,,,
277,15846,,,,
277,15847,,,,
277,15848,,,,
277,15849,,,,
277,15850,,,,
277,15889,,,,
277,15890,,,,
277,15891,,,,
277,15892,,,,
277,15893,,,,
277,15894,,,,
277,15895,,,,
277,15896,,,,
277,15897,,,,
277,15898,,,,
277,15899,,,,
277,15900,,,,
277,15901,,,,
277,15774,,,,
277,15775,,,,
277,15776,,,,
277,15777,,,,
277,15778,,,,
277,15779,,,,
277,15815,,,,
277,15816,,,,
277,15817,,,,
277,15818,,,,
277,15819,,,,
277,15820,,,,
277,15821,,,,
277,15822,,,,
277,15823,,,,
277,15824,,,,
277,15825,,,,
277,15826,,,,
277,15827,,,,
277,15828,,,,
277,15829,,,,
277,15830,,,,
277,15831,,,,
277,15832,,,,
277,15833,,,,
277,15834,,,,
277,15835,,,,
277,15836,,,,
277,15837,,,,
277,15838,,,,
277,15839,,,,
277,15840,,,,
277,15841,,,,
277,15842,,,,
277,15843,,,,
277,17193,,,,
277,17194,,,,
277,17195,,,,
277,17196,,,,
277,17197,,,,
277,17198,,,,
277,17199,,,,
277,17200,,,,
277,17201,,,,
277,17202,,,,
277,17203,,,,
277,17204,,,,
277,17205,,,,
277,17206,,,,
277,15929,,,,
277,15930,,,,
277,15931,,,,
277,15932,,,,
277,15933,,,,
277,15934,,,,
277,15935,,,,
277,15936,,,,
277,15937,,,,
277,15938,,,,
277,15939,,,,
277,15940,,,,
277,15941,,,,
277,15942,,,,
277,15584,,,,
277,15585,,,,
277,15586,,,,
277,15587,,,,
277,15588,,,,
277,15589,,,,
277,15590,,,,
277,15591,,,,
277,15592,,,,
277,15593,,,,
277,15594,,,,
277,15595,,,,
277,15596,,,,
277,15597,,,,
277,15598,,,,
277,15599,,,,
277,15600,,,,
277,15532,,,,
277,15533,,,,
277,15534,,,,
277,15535,,,,
277,15536,,,,
277,15537,,,,
277,15538,,,,
277,15539,,,,
277,15540,,,,
277,15541,,,,
277,15542,,,,
277,15543,,,,
277,15544,,,,
